rank,name,uid,changesets,map_changes,countries,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,tags_create,tags_modify,hashtags
305,Abuela1,16676139,4,100,El Salvador,85,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,"{""building"": 15}",{},"#hotosm-project-14037,#OpenCitiesLAC,#awsmapathon"
306,osmtogo_mapper3,17967251,5,98,Togo,80,0,0,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,"{""building"": 18}",{},"#hotosm-project-13840,#wnahub,#sustainableCitiesAndCommunities,#OSMTogo,#MiaTouTogo,#Map4Togo"
307,Privatemajory,3107789,1,98,Madagascar,64,20,0,14,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,"{""building"": 14}","{""entrance"": 2}","#hotosm-project-14195,#cheneso,#cyclone,#flood,#osm-mg"
308,Patrik_B,10478691,1,96,Angola,34,56,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,"{""building"": 5, ""landuse"": 1}",{},"#hotosm-project-14169,#HuilaProvince,#msf,#missingmaps"
309,masse_BKG,16057666,4,95,"Indonesia,Saint Vincent and the Grenadines,Nepal",72,0,4,18,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,"{""building"": 18}",{},"#hotosm-project-13486,#manado,#GLAMMapping,#POI,#WMID,#hotosm-project-10032,#GeoCRIS,#WorldBank,#CDEMA,#hotosm-project-13390,#BIPAD,#YILAB,#BenighatRorangRuralMunicipality,#DigitalVolunteers"
310,mawutor,2198791,1,95,Rwanda,76,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,"{""building"": 19}",{},"#hotosm-project-13146,#MapRwanda,#OSMAfrica,#rwandayouthmappers"
311,Brittney H,18391236,7,94,Kenya,76,0,0,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,"{""building"": 18}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
312,ahen1,18391373,1,94,Egypt,78,1,0,12,3,0,0,0,0,0,0,12,0,0,1,0,0,0,0,"{""building"": 12}","{""name"": 3, ""name:ar"": 3, ""name:en"": 3, ""boundary"": 2, ""place"": 2, ""highway"": 1, ""note"": 1, ""note:en"": 1}","#hotosm-project-13618,#missingmaps"
313,Archie J,17958865,1,89,Rwanda,72,0,0,17,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,"{""building"": 14, ""landuse"": 3}",{},"#hotosm-project-13146,#MapRwanda,#OSMAfrica,#rwandayouthmappers"
314,Sheinlee,18388449,1,89,Philippines,68,6,0,11,4,0,0,0,0,0,0,8,3,0,0,0,0,0,0,"{""building"": 8, ""landuse"": 2, ""leisure"": 1, ""sport"": 1}","{""building"": 3}","#hotosm-project-13737,#GISDAY2022,#MAPABulig,#SLSUYouthMappers"
315,thore_,18389101,5,88,Madagascar,52,4,16,11,1,4,0,0,0,0,0,11,1,0,0,0,0,0,0,"{""building"": 11, ""#UNIGIS"": 2}","{""building"": 1}","#hotosm-project-10670,#GeoNight,#OSMMG,#CartONG,#Ivotech,#UNIGIS"
316,Lesli Woodall,18391231,15,81,Kenya,66,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,"{""building"": 15}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
317,김남오,18385014,3,80,Niger,73,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,"{""building"": 7}",{},"#hotosm-project-14157,#msf,#missingmaps,#IRSMagaria,#msfk,#msfk23"
318,Jess 2023,18391228,3,78,Kenya,63,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,"{""building"": 15}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
319,JeffreyThie,17627571,1,77,Egypt,58,0,0,15,4,0,0,0,0,0,0,15,0,0,2,0,0,0,0,"{""building"": 15}","{""name"": 4, ""name:ar"": 4, ""name:en"": 4, ""highway"": 2, ""source"": 2, ""landuse"": 2, ""place"": 2, ""alt_name"": 1, ""alt_name:en"": 1}","#hotosm-project-14013,#missingmaps"
320,MattRayner95,10306599,2,77,Lesotho,64,0,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,"{""building"": 13}",{},"#hotosm-project-1945,#maplesotho,#mlmstask"
321,afrizal tutupoho,18335743,4,76,Indonesia,24,48,0,4,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,"{""building"": 2, ""name"": 2, ""highway"": 1, ""lanes"": 1, ""motorcycle"": 1, ""oneway"": 1, ""surface"": 1, ""width"": 1, ""waterway"": 1}",{},"#hotosm-project-14172,#boostergrants2022"
322,MapMe2023,18390918,5,76,Kenya,16,50,2,2,6,0,0,0,0,0,0,2,5,0,0,0,0,0,0,"{""building"": 2, ""name"": 1}","{""building"": 5, ""landuse"": 1}","#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
323,Anjelina Singh,14478218,1,65,Nigeria,55,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,"{""building"": 10}",{},"#hotosm-project-13808,#osmzimbabwe,#africanwomeningis,#anambra,#gisday"
324,Alexothegreat520,18347945,1,64,Kenya,52,0,0,11,1,0,0,0,0,0,0,7,0,4,1,0,0,0,0,"{""building"": 7, ""highway"": 4}","{""highway"": 1}","#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
325,annabell2022,17157609,3,63,El Salvador,52,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,"{""building"": 11}",{},"#hotosm-project-13757,#OpenCitiesLAC,#factset"
326,Jenna Bford,18391207,1,58,Kenya,46,0,0,10,2,0,0,0,0,0,0,10,0,0,2,0,0,0,0,"{""building"": 10}","{""highway"": 2, ""AUTO_ID"": 1, ""source"": 1}","#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
327,Tom Figurski,18391329,5,57,Kenya,45,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,"{""building"": 12}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
328,Mark_R321,18391303,1,55,Kenya,44,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,"{""building"": 11}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
329,RSery2000,17388852,15,53,"El Salvador,Rwanda",34,13,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,"{""building"": 6}",{},"#hotosm-project-14037,#OpenCitiesLAC,#awsmapathon,#hotosm-project-13146,#MapRwanda,#OSMAfrica,#rwandayouthmappers"
330,JohanHoogland,6534559,1,50,Madagascar,40,0,0,9,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,"{""building"": 9}","{""landuse"": 1, ""name"": 1, ""place"": 1}","#hotosm-project-14195,#cheneso,#cyclone,#flood,#osm-mg"
331,mohamed567,8882895,1,50,Egypt,38,1,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,"{""building"": 11}","{""addr:city"": 1, ""addr:city:en"": 1, ""addr:country"": 1, ""addr:district"": 1, ""addr:district:en"": 1, ""addr:housenumber"": 1, ""addr:place"": 1, ""addr:place:en"": 1, ""addr:postcode"": 1, ""addr:province"": 1, ""addr:province:en"": 1, ""addr:subdistrict"": 1, ""addr:subdistrict:en"": 1}","#hotosm-project-13389,#missingmaps"
332,Azlin Suhaimi,17397915,5,48,El Salvador,29,10,0,7,2,0,0,0,0,0,0,7,1,0,1,0,0,0,0,"{""building"": 7}","{""highway"": 1, ""name"": 1, ""surface"": 1, ""building"": 1}","#hotosm-project-13753,#OpenCitiesLAC,#DHL"
333,omarselim,10996782,2,48,Egypt,40,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,"{""building"": 8, ""source"": 8}",{},"#hotosm-project-14013,#missingmaps,#hotosm-project-14134"
334,Letwin,15108780,2,48,Zimbabwe,0,0,0,0,48,0,0,0,0,0,0,0,43,0,0,0,0,0,0,{},"{""building"": 43, ""building:levels"": 43, ""building:material"": 43, ""roof:levels"": 43, ""roof:shape"": 43, ""roof:colour"": 42, ""was:building"": 5, ""source"": 1}","#youthmappersmsu,#osmzimbabwe,#missingmaps,#hotosm"
335,Cole Myers,9099678,2,46,Zimbabwe,0,0,36,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,{},"{""building"": 1, ""construction"": 1}","#hotosm-project-13792,#osmzimbabwe,#youthmappersmsu,#binga"
336,Dev Khanna,15853180,4,45,"Indonesia,Kenya,Libyan Arab Jamahiriya",34,0,4,6,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,"{""building"": 6}",{},"#hotosm-project-13865,#PolioOutbreakResponse,#SLSI,#OpenMapping_AsiaPacific,#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN,#hotosm-project-10261,#OSMGeoWeek,#MapLibya,#LNSDI,#MapTripoli,#LNDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air"
337,Wilmah,15656716,1,42,South Africa,36,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,"{""building"": 6}",{},"#hotosm-project-12597,#DurbanFloods,#OpenMappingHub-ESA"
338,SDC27,18391213,2,40,Kenya,32,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,"{""building"": 8}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
339,MIWO_Bloomberg,10147908,4,40,United Republic of Tanzania,35,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,"{""building"": 5}",{},"#hotosm-project-14132,#TanzaniaDevelopmentTrust,#Tanzania,#missingmaps,#bloomberg,#Bloomberg"
340,Stephanie Palogod Tuyac,18388447,1,40,Philippines,32,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,"{""building"": 8}",{},"#hotosm-project-13737,#GISDAY2022,#MAPABulig,#SLSUYouthMappers"
341,Eric Kraus,18391266,1,40,Kenya,32,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,"{""building"": 8}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
342,Geog 281 Hoffmeister Jen,18328648,4,38,"Tajikistan,Rwanda,South Sudan",35,0,0,2,1,0,0,0,0,2,0,0,0,2,1,0,0,0,0,"{""natural"": 2, ""wetland"": 2, ""highway"": 2, ""surface"": 2}","{""highway"": 1, ""surface"": 1}","#hotosm-project-11752,#LittleEarth,#Tajikistan,#CartONG,#mapgive,#buildings,#roads,#rivers,#missingmaps,#Kiblai,#Simiganj,#jamoat,#osmgeoweek,#hotosm-project-13146,#MapRwanda,#OSMAfrica,#rwandayouthmappers,#hotosm-project-8098,#MapSouthSudan,#hotmicrogrants2020"
343,Bexi,18390930,1,37,Kenya,29,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,"{""building"": 8}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
344,Chisom Okwuchi,10971400,1,35,Zambia,31,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,"{""waterway"": 2}","{""name"": 1, ""name:en"": 1, ""seasonal"": 1, ""waterway"": 1}","#hotosm-project-10147,#liga-zambia,#uniquemappersteam,#uniquemappersnetwork,#uniquemappersnetwork2023,#uniquemappersteam2023,#osmnigeria,#letgirlsmap"
345,samrat02,13255920,6,35,Nepal,7,27,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,"{""natural"": 4}","{""waterway"": 1}","#hotosm-project-11694,#osmnepal,#hot,#omh_ap,#booster_grant_nepal_2021,#manang"
346,Brandon Z,18391199,4,35,Kenya,31,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"{""building"": 4}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
347,Varsha Kumaran,17285995,1,34,Kenya,28,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,"{""building"": 6}",{},"#hotosm-project-9401,#homestreethome"
348,dusziv,1861065,2,33,Zambia,13,0,12,0,5,3,0,0,0,0,0,0,0,0,5,0,0,0,0,{},"{""highway"": 5}","#hotosm-project-10147,#liga-zambia"
349,vivv,18388491,1,32,Philippines,27,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,"{""building"": 5, ""name"": 5, ""amenity"": 1}",{},"#hotosm-project-13737,#GISDAY2022,#MAPABulig,#SLSUYouthMappers"
350,Matthieu Haasser,11130165,2,29,Mali,23,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"{""building"": 2}",{},"#hotosm-project-13816,#CartONG,#MissingMaps,#Arcade,#DEMBELA,#Mali"
351,Genten85,11954122,3,28,Nigeria,14,7,1,4,2,0,0,0,0,0,0,3,0,1,2,0,0,0,0,"{""building"": 3, ""highway"": 1}","{""highway"": 2}","#hotosm-project-13280-,#Floodrisk,#IDP,#GRMI2022"
352,Ashton0,17858165,1,28,Lesotho,22,1,0,2,3,0,0,0,0,4,0,0,0,0,1,0,2,0,0,"{""name"": 6, ""natural"": 6, ""leaf_cycle"": 4, ""leaf_type"": 4}","{""waterway"": 2, ""highway"": 1, ""landuse"": 1}","#hotosm-project-1945,#maplesotho,#mlmstask"
353,Mutanu,17548694,1,25,United Republic of Tanzania,20,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,"{""building"": 5}",{},"#hotosm-project-14132,#TanzaniaDevelopmentTrust,#Tanzania,#missingmaps"
354,W J Sherrington-Scales,11750626,1,25,Chad,23,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"{""building"": 2}",{},"#hotosm-project-10468,#Silaregion,#Chad,#MSF,#MissingMaps,#haileybury"
355,KaylahC,14684574,1,24,Nigeria,20,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"{""building"": 4}",{},"#hotosm-project-13389,#missingmaps"
356,Sree101,18391234,1,22,Kenya,18,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"{""building"": 4}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
357,Indra Dewanto,17902439,1,22,South Africa,14,0,4,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,"{""building"": 3}",{},"#hotosm-project-12597,#DurbanFloods,#OpenMappingHub-ESA"
358,jdparker,18391291,2,22,Kenya,18,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"{""building"": 4}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
359,Karrie Toland,18391327,3,21,Libyan Arab Jamahiriya,16,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,"{""building"": 5}",{},"#hotosm-project-10261,#OSMGeoWeek,#MapLibya,#LNSDI,#MapTripoli,#LNDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air"
360,ts1004,18315448,1,21,Chad,17,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"{""building"": 4}",{},"#hotosm-project-10468,#Silaregion,#Chad,#MSF,#MissingMaps"
361,Zaina Syeda,17202244,1,20,Kenya,16,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"{""building"": 4}",{},"#hotosm-project-9401,#homestreethome"
362,mlbrooking,18351039,1,17,Kenya,14,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"{""building"": 3}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
363,MyDisplayName55,18391206,1,17,Kenya,14,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"{""building"": 3}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
364,Bill Ne,18391287,3,16,Kenya,12,0,0,3,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,"{""building"": 3, ""building:levels"": 1, ""name"": 1, ""layer"": 1}","{""building"": 1}","#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
365,matheusgomesms,3781248,2,15,Brazil,8,1,0,2,4,0,0,0,0,0,0,0,0,2,4,0,0,0,0,"{""highway"": 2, ""source"": 1}","{""highway"": 4, ""name"": 3, ""source"": 1}","#hotosm-project-13516,#ProjetoCeara"
366,VanessadeOliv,8998145,3,15,El Salvador,12,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"{""building"": 3}",{},"#hotosm-project-13699,#OpenCitiesLAC,#hoganlovells,#hoganlovellssaopaulo"
367,KitKatKatKit,17197148,1,14,Egypt,12,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"{""building"": 2}",{},"#hotosm-project-13389,#missingmaps"
368,Patricia Solis,2204318,2,14,United Republic of Tanzania,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{},{},#hotosm-project-11371
369,Baovola,3138746,1,12,Libyan Arab Jamahiriya,10,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"{""building"": 2}",{},"#hotosm-project-10218,#OSMGeoWeek,#MapLibya,#LNSDI,#MapTripoli,#LNDTI,#missingmaps,#Vegetation,#LandUseLandCover,#Buildings,#Infrastructure,#StreetsRoads,#Water,#Soil,#Air"
370,Ryan Paden,18391242,1,12,Kenya,10,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"{""building"": 2}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
371,JP-Otter,18391399,1,10,Kenya,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{""building"": 1}",{},"#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
372,LPA Erstein,18312828,1,9,South Africa,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{""building"": 1}",{},"#hotosm-project-12597,#DurbanFloods,#OpenMappingHub-ESA"
373,AndrewAnzheS,18357458,1,9,Malawi,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,{},{},"#hotosm-project-8287,#tm-project,#MissingMaps,#Malawi,#NLRC,#redcross,#rodekruis"
374,Mario TV,18391334,1,7,Egypt,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""natural"": 1}",{},"#hotosm-project-13618,#missingmaps"
375,podpodpod38,18329123,1,7,Tajikistan,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{""building"": 1}",{},"#hotosm-project-11752,#LittleEarth,#Tajikistan,#CartONG,#mapgive,#buildings,#roads,#rivers,#missingmaps,#Kiblai,#Simiganj,#jamoat,#osmgeoweek"
376,jakemcgowan,16617877,1,5,South Africa,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{""building"": 1}",{},"#hotosm-project-12597,#DurbanFloods,#OpenMappingHub-ESA"
377,Nicolelaine,2997398,1,5,El Salvador,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{""building"": 1}",{},"#hotosm-project-13750,#OpenCitiesLAC"
378,Brianna Dyrdahl,18358366,1,5,El Salvador,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{""building"": 1}",{},"#hotosm-project-14047,#OpenCitiesLAC,#amm,#AWSMapathonJan23"
379,Kakapos_,11828930,1,4,Kenya,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,{},"{""highway"": 1}","#hotosm-project-12614,#Naxa,#RemoteMappingKenya,#YouthMappers,#dmd,#OSMNepal,#WBR,#NFL,#EPFL,#GESAN"
380,Walter Mayeku,6201821,1,4,Kenya,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{},{},"#hotosm-project-14171,#KakumaKalobeyei,#OpenMappingHubESA"
381,jhonriel,18388445,3,3,Philippines,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"{""name"": 3, ""natural"": 3}",{},"#hotosm-project-13737,#GISDAY2022,#MAPABulig,#SLSUYouthMappers"
382,SColchester,2708355,1,3,Malawi,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,{},"{""highway"": 3}","#hotosm-project-10147,#liga-zambia"
383,KingVik,7159298,1,2,Nigeria,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,{},"{""waterway"": 1}","#hotosm-project-13280-,#Floodrisk,#IDP,#GRMI2022,#uniquemappersnetwork,#uniquemappersteam,#uniquemappersnetwork2023,#youthmappers"
384,Shane_Mappers,18388666,1,2,Philippines,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,{},"{""building"": 1, ""height"": 1, ""name"": 1}","#hotosm-project-11778,#GISDAY2021,#MAPABulig,#MapAThon,#YouthMappers,#UPTacloban"
385,Ian Gil Mercado,18388225,1,1,Philippines,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""name"": 1, ""natural"": 1}",{},"#hotosm-project-13737,#GISDAY2022,#MAPABulig,#SLSUYouthMappers"
386,Keren Wang'ombe,7216391,1,1,Kenya,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,{},"{""building"": 1, ""roof:material"": 1}","#hotosm-project-14176,#KakumaKalobeyei,#OpenMappingHubESA"
